AvgDailyHours,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,AnnualIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
6.1,152,Low,High,Better,Medium,Good,42,No,Travel_Frequently,Sales,10,Bachelor,Marketing,Female,Junior,Healthcare Representative,Divorced,28370,2,13,1,19,0,5,0,2
6.5,153,High,Very High,Better,High,Outstanding,30,No,Travel_Rarely,Sales,25,Bachelor,Marketing,Male,Junior,Sales Executive,Single,24060,2,20,1,11,5,5,0,2
5.5,154,Low,Low,Bad,High,Good,60,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,Female,Junior,Manufacturing Director,Married,22690,5,18,1,33,4,29,11,10
6.9,155,High,High,Good,Medium,Good,46,No,Travel_Rarely,Sales,19,Master,Marketing,Female,Junior,Sales Executive,Divorced,41080,2,14,0,19,5,10,0,8
6,156,Very High,Very High,Best,High,Good,42,No,Travel_Frequently,Research & Development,18,Master,Technical Degree,Male,Intermediate,Sales Executive,Married,132060,0,13,2,7,2,6,0,4
9.6,157,Low,Medium,Better,Medium,Good,24,Yes,Travel_Rarely,Research & Development,27,College,Medical,Male,Junior,Research Scientist,Single,104220,1,17,1,6,0,5,1,4
5.4,158,Very High,High,Good,High,Outstanding,34,Yes,Travel_Frequently,Research & Development,5,Bachelor,Medical,Male,Junior,Research Scientist,Divorced,137440,0,20,1,3,3,2,1,0
7.8,159,Very High,Very High,Better,High,Good,38,No,Travel_Frequently,Sales,3,Bachelor,Marketing,Female,Junior,Sales Executive,Married,49070,1,11,1,1,3,1,0,0
5.3,160,High,High,Better,Medium,Good,40,No,Travel_Rarely,Sales,26,Master,Marketing,Female,Junior,Sales Executive,Married,34820,0,18,1,21,2,20,1,12
5.5,161,Low,Very High,Bad,Very High,Outstanding,26,No,Travel_Rarely,Research & Development,3,College,Medical,Female,Intermediate,Healthcare Representative,Divorced,24360,1,24,0,3,2,3,0,2
7.1,162,High,Very High,Bad,Medium,Good,30,No,Non-Travel,Research & Development,15,Bachelor,Medical,Female,Junior,Sales Executive,Married,23800,4,18,3,9,2,5,1,4
6.7,163,Medium,High,Better,High,Good,29,No,Travel_Rarely,Research & Development,8,Bachelor,Medical,Female,Intermediate,Manufacturing Director,Married,194310,1,11,0,10,3,10,0,7
6,164,High,Medium,Best,Medium,Good,29,Yes,Travel_Rarely,Research & Development,19,Master,Life Sciences,Male,Intermediate,Research Scientist,Married,17900,5,16,1,6,4,2,1,1
7.1,165,Low,Very High,Best,High,Good,19,Yes,Travel_Rarely,Research & Development,4,Bachelor,Medical,Male,Junior,Sales Executive,Single,76440,1,15,2,1,2,1,0,0
6.2,166,High,Low,Better,High,Good,30,No,Non-Travel,Research & Development,2,Master,Life Sciences,Female,Intermediate,Research Scientist,Married,51310,0,15,1,10,2,9,7,8
5.6,167,Low,Very High,Good,High,Good,57,No,Travel_Rarely,Research & Development,2,College,Life Sciences,Male,Intermediate,Research Scientist,Divorced,63060,3,12,1,32,3,1,0,0
6.7,168,Medium,High,Better,High,Good,50,No,Travel_Rarely,Sales,10,Master,Life Sciences,Female,Intermediate,Manager,Married,47870,0,12,0,28,3,27,15,7
5.8,169,High,Very High,Good,High,Outstanding,30,No,Non-Travel,Sales,10,College,Life Sciences,Male,Intermediate,Laboratory Technician,Single,188800,0,22,1,12,3,11,6,7
6.4,170,High,Low,Best,High,Outstanding,60,No,Travel_Frequently,Research & Development,16,Bachelor,Life Sciences,Female,Intermediate,Laboratory Technician,Married,23390,4,20,0,22,4,18,13,11
6.9,171,Low,Very High,Better,Medium,Good,47,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,Male,Senior,Manufacturing Director,Divorced,135700,5,16,2,20,2,5,0,4
6.3,172,Low,High,Bad,Medium,Outstanding,46,No,Travel_Rarely,Sales,4,Below College,Technical Degree,Male,Junior,Laboratory Technician,Married,67120,6,21,1,26,3,3,0,1
5.8,173,Very High,High,Better,High,Good,35,No,Travel_Rarely,Research & Development,15,College,Medical,Female,Junior,Laboratory Technician,Single,54060,0,12,1,6,2,5,4,3
7.1,174,High,High,Better,High,Good,54,No,Travel_Rarely,Research & Development,2,Master,Medical,Male,Junior,Human Resources,Single,89380,7,11,3,19,2,1,0,0
6.8,175,Very High,High,Better,Very High,Good,34,No,Travel_Rarely,Sales,8,College,Life Sciences,Male,Junior,Laboratory Technician,Divorced,24390,3,11,2,14,2,7,5,7
8.2,176,High,Very High,Better,Medium,Good,46,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,Junior,Healthcare Representative,Married,88370,2,18,0,15,3,3,1,2
5.8,177,High,Medium,Best,High,Good,31,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,Male,Junior,Research Director,Divorced,53430,1,14,1,13,3,13,0,8
7.6,178,Medium,High,Best,Medium,Outstanding,33,Yes,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,Female,Intermediate,Research Director,Married,67280,7,22,0,15,2,7,7,7
6.5,179,Low,Very High,Better,High,Outstanding,33,Yes,Travel_Rarely,Sales,5,Master,Marketing,Male,Junior,Research Director,Divorced,66520,7,25,0,8,5,4,1,3
6,180,Very High,Medium,Better,High,Good,30,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,Junior,Sales Executive,Single,48500,0,12,1,4,4,3,1,2
8.2,181,Very High,High,Better,Low,Outstanding,35,No,Travel_Rarely,Research & Development,12,College,Medical,Female,Junior,Sales Representative,Married,28090,4,23,1,10,2,8,0,0
5.8,182,Low,High,Better,Medium,Good,31,Yes,Travel_Frequently,Research & Development,22,College,Medical,Female,Junior,Sales Executive,Married,56890,3,15,2,12,2,1,0,0
10,183,Medium,Low,Better,Very High,Outstanding,34,Yes,Travel_Frequently,Sales,17,Below College,Marketing,Male,Junior,Research Director,Divorced,20010,9,22,1,11,5,3,0,2
7.1,184,Medium,High,Better,Medium,Good,42,No,Travel_Frequently,Research & Development,2,Master,Medical,Female,Junior,Research Scientist,Married,29770,4,15,3,8,3,2,2,0
6.8,185,Medium,Very High,Good,High,Good,36,No,Non-Travel,Research & Development,3,Master,Medical,Male,Junior,Research Scientist,Single,40250,1,11,0,10,3,10,9,7
5.8,186,High,High,Better,High,Good,22,Yes,Travel_Frequently,Research & Development,7,Bachelor,Medical,Female,Junior,Laboratory Technician,Single,37850,5,13,2,4,2,2,1,2
6,187,Medium,Very High,Better,High,Good,48,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,Male,Junior,Laboratory Technician,Married,108540,2,14,1,14,6,9,6,7
6.6,188,Low,Medium,Better,High,Good,55,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,Female,Junior,Sales Executive,Single,120310,3,11,0,37,5,10,7,7
5.5,189,Very High,Very High,Better,Medium,Good,41,No,Non-Travel,Research & Development,3,College,Life Sciences,Female,Junior,Research Scientist,Single,99360,7,17,1,16,2,14,1,10
5.4,190,Medium,High,Better,Medium,Good,35,No,Travel_Rarely,Research & Development,22,Bachelor,Medical,Female,Junior,Sales Representative,Married,29660,9,18,0,15,2,11,6,9
6.8,191,Medium,High,Better,High,Good,40,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,Female,Junior,Laboratory Technician,Single,25710,7,14,0,22,1,20,5,13
6.5,192,High,High,Better,High,Good,39,No,Travel_Frequently,Research & Development,12,Below College,Medical,Male,Junior,Research Scientist,Married,99910,1,16,1,8,3,8,0,7
8.1,193,Medium,Very High,Best,Medium,Good,31,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,Male,Intermediate,Research Director,Single,61420,4,13,2,10,2,6,0,5
9.8,194,Very High,Low,Good,High,Good,42,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,Male,Intermediate,Sales Executive,Married,53900,1,14,0,10,3,10,5,8
6.4,195,Very High,Medium,Best,High,Outstanding,45,No,Travel_Rarely,Research & Development,2,Below College,Medical,Female,Intermediate,Sales Executive,Married,44040,0,23,0,9,2,8,3,7
8.6,196,High,High,Good,High,Good,26,Yes,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Female,Junior,Laboratory Technician,Divorced,59930,0,12,0,8,3,7,1,0
6.5,197,Very High,Very High,Best,Medium,Good,29,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,Male,Junior,Research Scientist,Divorced,51300,4,11,0,8,3,3,1,2
6.8,198,Low,High,Better,High,Good,33,No,Travel_Rarely,Research & Development,16,Bachelor,Medical,Female,Junior,Laboratory Technician,Divorced,20900,4,16,0,10,2,6,0,5
6,199,High,Very High,Good,High,Good,31,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,Female,Junior,Sales Executive,Divorced,29090,9,14,2,10,2,5,0,1
8.5,200,Medium,Medium,Better,Very High,Good,18,Yes,Travel_Frequently,Research & Development,2,Bachelor,Technical Degree,Male,Junior,Sales Executive,Single,34680,1,18,2,0,4,0,0,0
6.3,201,High,Low,Better,Medium,Good,40,No,Non-Travel,Research & Development,1,Master,Technical Degree,Female,Junior,Laboratory Technician,Divorced,30680,3,19,0,20,3,1,0,1
8.2,202,Low,High,Better,Medium,Good,41,No,Non-Travel,Research & Development,23,Bachelor,Life Sciences,Male,Junior,Manufacturing Director,Single,26700,2,15,2,10,2,8,0,7
5.3,203,Low,High,Better,Medium,Good,26,No,Travel_Rarely,Research & Development,9,Master,Medical,Male,Intermediate,Healthcare Representative,Divorced,26930,5,17,3,8,3,0,0,0
5.5,204,Low,High,Better,Medium,Good,35,No,Travel_Rarely,Research & Development,16,Master,Medical,Male,Junior,Human Resources,Single,95260,1,15,0,5,2,5,0,3
5.8,205,Very High,Very High,Better,Medium,Good,34,No,Travel_Rarely,Research & Development,26,Bachelor,Medical,Male,Junior,Laboratory Technician,Single,52370,1,19,1,10,3,10,5,7
7.8,206,High,Very High,Bad,Low,Outstanding,26,Yes,Travel_Rarely,Sales,1,Bachelor,Marketing,Female,Junior,Manufacturing Director,Single,24260,1,22,0,1,3,1,0,0
6.8,207,Medium,Very High,Best,High,Good,37,No,Travel_Rarely,Research & Development,8,Below College,Life Sciences,Male,Junior,Sales Executive,Single,41930,4,16,1,12,5,6,1,2
5.4,208,Low,High,Good,High,Good,46,No,Travel_Frequently,Research & Development,4,Below College,Medical,Male,Senior,Human Resources,Married,29110,5,13,0,28,3,2,1,2
7.1,209,Medium,Low,Better,High,Good,41,No,Travel_Rarely,Research & Development,24,Below College,Life Sciences,Male,Junior,Research Director,Married,26610,7,14,1,22,2,18,11,8
6.9,210,Low,Medium,Better,High,Good,37,No,Non-Travel,Research & Development,7,College,Medical,Male,Junior,Sales Executive,Divorced,20280,1,16,1,9,3,9,7,7
8.5,211,Very High,Low,Better,High,Good,52,No,Travel_Rarely,Sales,2,Below College,Medical,Male,Junior,Laboratory Technician,Divorced,99800,,11,1,18,2,10,6,9
5.5,212,Very High,High,Better,Medium,Outstanding,32,Yes,Non-Travel,Research & Development,7,College,Life Sciences,Female,Junior,Research Director,Married,32980,8,22,0,6,4,4,1,2
5.6,213,Very High,Very High,Better,Medium,Good,24,No,Travel_Frequently,Sales,22,Bachelor,Life Sciences,Female,Junior,Healthcare Representative,Married,29350,0,14,2,3,5,2,2,1
5.5,214,High,High,Better,High,Good,38,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,Female,Junior,Research Scientist,Married,154270,3,16,1,18,2,1,0,0
6.3,215,Medium,Medium,Good,High,Good,37,No,Travel_Rarely,Research & Development,1,Master,Technical Degree,Female,Senior,Research Scientist,Married,39440,6,11,2,8,3,6,4,3
10,216,Very High,High,Better,Low,Good,49,No,Travel_Rarely,Sales,21,Below College,Life Sciences,Male,Junior,Sales Executive,Divorced,40110,1,18,2,31,2,31,0,9
8,217,Medium,Very High,Better,Medium,Good,24,No,Travel_Rarely,Sales,1,Bachelor,Marketing,Female,Junior,Sales Executive,Married,34070,1,15,2,6,2,6,1,4
6.8,218,Low,Medium,Best,High,Good,26,No,Travel_Rarely,Research & Development,19,Master,Technical Degree,Female,Intermediate,Sales Executive,Married,119940,1,14,1,6,6,5,1,4
6.1,219,Very High,Medium,Better,Low,Good,24,No,Travel_Rarely,Sales,7,Bachelor,Medical,Female,Junior,Laboratory Technician,Married,12320,1,12,0,1,4,1,0,0
6.3,220,Low,Medium,Better,High,Good,50,No,Travel_Frequently,Sales,2,College,Marketing,Male,Junior,Sales Executive,Married,29600,1,14,3,32,2,32,10,7
6.4,221,Medium,High,Better,Medium,Good,25,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,Junior,Research Scientist,Married,190940,1,16,0,7,3,7,0,6
10.2,222,Low,High,Better,High,Outstanding,24,Yes,Travel_Frequently,Research & Development,2,Bachelor,Medical,Male,Junior,Research Scientist,Married,39190,1,21,0,6,3,6,1,2
6.1,223,Medium,Low,Best,High,Good,30,Yes,Travel_Frequently,Research & Development,9,Bachelor,Other,Male,Junior,Healthcare Representative,Married,68250,1,14,0,1,2,1,0,0
7.9,224,Medium,Very High,Better,High,Good,34,No,Travel_Rarely,Sales,6,College,Life Sciences,Male,Intermediate,Research Director,Married,102480,1,12,1,6,4,6,1,3
6.1,225,Medium,Low,Bad,Medium,Good,31,Yes,Travel_Rarely,Research & Development,9,Below College,Medical,Female,Junior,Sales Representative,Divorced,189470,2,12,2,9,2,3,1,2
7.3,226,Low,Very High,Better,High,Good,35,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,Senior,Sales Executive,Single,24960,4,17,3,9,3,3,0,2
5.7,227,Low,Very High,Best,High,Good,31,No,Travel_Rarely,Sales,1,Bachelor,Marketing,Female,Junior,Sales Executive,Divorced,64650,4,17,0,13,3,7,5,7
7.2,228,Low,High,Good,High,Good,27,No,Travel_Rarely,Sales,22,Master,Medical,Male,Junior,Sales Representative,Divorced,22060,0,14,1,6,4,5,0,3
8.3,229,Very High,High,Good,High,Good,37,No,Travel_Rarely,Sales,9,Master,Marketing,Female,Junior,Laboratory Technician,Married,20860,4,14,0,17,3,3,1,0
6.6,230,Very High,Medium,Best,Low,Good,20,No,Travel_Rarely,Research & Development,17,Master,Medical,Female,Junior,Sales Representative,Single,22930,1,13,2,1,3,1,0,0
6.7,231,High,Very High,Better,High,Good,42,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,Female,Junior,Manufacturing Director,Married,26450,1,15,0,10,5,10,2,2
8.2,232,Medium,Very High,Good,High,Good,43,No,Travel_Rarely,Research & Development,10,Doctor,Technical Degree,Female,Junior,Sales Executive,Divorced,26830,4,11,0,21,3,1,0,0
6.3,233,High,Low,Good,Very High,Good,38,No,Travel_Rarely,Human Resources,2,Master,Medical,Male,Junior,Human Resources,Single,20140,3,17,1,8,5,0,0,0
8.5,234,Very High,High,Better,High,Good,43,No,Travel_Frequently,Sales,4,Bachelor,Medical,Female,Junior,Healthcare Representative,Divorced,34190,3,11,1,10,5,8,4,7
6.4,235,Very High,Low,Bad,Very High,Good,48,No,Travel_Rarely,Research & Development,8,Below College,Medical,Male,Junior,Laboratory Technician,Married,53760,7,13,1,21,3,3,0,2
5.9,236,Low,High,Best,Very High,Outstanding,44,No,Travel_Rarely,Sales,29,Master,Marketing,Male,Junior,Sales Executive,Single,19510,4,22,3,10,4,2,0,2
7.5,237,High,High,Better,Medium,Outstanding,34,No,Travel_Rarely,Research & Development,13,Master,Life Sciences,Female,Junior,Laboratory Technician,Divorced,23410,1,20,2,8,3,8,0,6
5.9,238,High,Low,Better,High,Good,27,Yes,Travel_Rarely,Sales,27,Bachelor,Life Sciences,Male,Junior,Research Scientist,Divorced,22930,0,18,0,5,0,4,0,2
6.4,239,High,High,Better,Low,Good,21,No,Travel_Rarely,Sales,16,College,Life Sciences,Male,Intermediate,Sales Executive,Single,87260,1,11,1,3,2,3,1,2
7.7,240,Very High,Very High,Best,High,Good,44,No,Travel_Rarely,Research & Development,2,College,Life Sciences,Male,Junior,Laboratory Technician,Married,40110,4,14,1,26,2,2,0,1
5.3,241,Low,High,Better,Medium,Good,22,No,Travel_Rarely,Research & Development,2,College,Medical,Female,Junior,Laboratory Technician,Married,195450,0,14,0,3,3,2,2,2
6.6,242,High,High,Better,High,Good,33,No,Travel_Rarely,Sales,13,Master,Marketing,Female,Junior,Manufacturing Director,Divorced,45680,0,18,1,6,2,5,1,2
8.7,243,Low,Very High,Good,High,Good,32,No,Travel_Rarely,Research & Development,1,Below College,Life Sciences,Female,Junior,Healthcare Representative,Married,30220,1,16,1,6,3,6,0,5
6.6,244,High,High,Better,High,Good,30,No,Travel_Frequently,Research & Development,4,Doctor,Technical Degree,Male,Intermediate,Manager,Divorced,57720,1,17,0,1,3,1,0,0
6.4,245,Very High,Low,Best,Medium,Good,53,No,Travel_Rarely,Research & Development,24,Bachelor,Other,Female,Intermediate,Manager,Single,22690,7,11,1,18,2,14,8,10
6.8,246,Medium,Very High,Good,High,Good,34,No,Travel_Rarely,Research & Development,1,Doctor,Medical,Male,Junior,Research Scientist,Married,53810,1,12,0,10,0,10,8,8
6.6,247,Low,Low,Better,High,Good,45,Yes,Travel_Frequently,Research & Development,19,Master,Life Sciences,Male,Intermediate,Research Director,Married,34410,2,13,1,5,5,1,0,0
9.3,248,High,Very High,Better,Very High,Good,26,No,Travel_Rarely,Research & Development,7,College,Life Sciences,Male,Junior,Manufacturing Director,Married,54540,1,13,1,3,5,3,0,2
5.7,249,High,High,Better,Medium,Good,37,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,Male,Junior,Manager,Married,98840,1,14,0,10,3,10,7,8
6.1,250,Medium,High,Good,High,Good,29,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,Junior,Healthcare Representative,Married,41570,1,17,3,6,2,6,1,2
6,251,Medium,Very High,Better,High,Good,35,No,Travel_Rarely,Research & Development,10,Doctor,Medical,Female,Intermediate,Laboratory Technician,Single,134580,1,11,0,17,3,17,11,8
7,252,High,Very High,Bad,High,Outstanding,33,No,Travel_Frequently,Research & Development,8,Bachelor,Technical Degree,Male,Junior,Laboratory Technician,Divorced,90690,3,25,1,15,3,13,4,7
5.6,253,High,Medium,Best,Medium,Good,54,No,Travel_Rarely,Research & Development,5,College,Life Sciences,Female,Junior,Sales Executive,Married,40140,2,19,1,16,4,9,7,1
9.7,254,Medium,Medium,Better,Medium,Good,36,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,Male,Junior,Research Scientist,Divorced,59150,2,13,1,13,3,3,0,2
6.2,255,Low,Very High,Better,Low,Good,27,No,Travel_Rarely,Sales,9,Bachelor,Marketing,Male,Senior,Research Director,Single,59930,0,14,1,5,3,4,1,1
7.9,256,Very High,High,Better,Medium,Good,20,Yes,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Male,Senior,Sales Representative,Single,61620,1,12,3,1,2,1,1,1
9.8,257,Low,Low,Better,High,Good,33,Yes,Travel_Frequently,Research & Development,15,Master,Medical,Female,Junior,Laboratory Technician,Single,24060,1,11,0,10,3,10,9,7
6,258,High,High,Better,Very High,Good,35,No,Non-Travel,Research & Development,2,Below College,Medical,Male,Junior,Research Scientist,Married,187400,1,19,1,1,2,1,0,0
6.4,259,Low,Low,Best,High,Good,23,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,Junior,Healthcare Representative,Married,76370,2,11,1,5,3,3,0,2
7.1,260,Very High,Medium,Better,High,Good,25,No,Travel_Rarely,Research & Development,11,Bachelor,Medical,Male,Junior,Manufacturing Director,Married,100960,0,11,1,4,3,3,1,2
6.3,261,Very High,Very High,Better,Medium,Outstanding,38,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,Male,Senior,Research Scientist,Single,147560,0,20,1,8,3,7,0,5
6.8,262,Medium,Very High,Better,Medium,Good,29,No,Travel_Frequently,Sales,2,Master,Life Sciences,Male,Intermediate,Healthcare Representative,Divorced,64990,1,18,3,10,3,10,2,8
6.3,263,Medium,Medium,Better,Very High,Good,48,No,Travel_Rarely,Research & Development,16,Bachelor,Technical Degree,Male,Junior,Sales Executive,Married,97240,3,13,0,12,2,2,2,2
8,264,Very High,Very High,Better,High,Good,27,No,Travel_Frequently,Sales,4,Bachelor,Technical Degree,Male,Senior,Laboratory Technician,Divorced,21940,1,12,0,6,5,6,0,4
6.7,265,Very High,Very High,Better,Very High,Good,37,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,Male,Intermediate,Manager,Single,33880,3,11,0,4,2,1,0,0
8.6,266,Very High,High,Better,Very High,Good,50,No,Travel_Rarely,Sales,5,Bachelor,Medical,Male,Junior,Laboratory Technician,Married,54730,1,19,1,20,2,20,3,8
6.1,267,Very High,Medium,Best,High,Outstanding,34,No,Travel_Rarely,Research & Development,18,Below College,Medical,Male,Junior,Healthcare Representative,Single,27030,1,21,1,9,2,8,7,7
